"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2008","inova5","pop_2008.1","bur_consel_2008","cand_reelec_2008","cand_sex_2008","cand_esc_2008","cand_age_2008","bur_escol_2008","bur_terc_2008","bur_espel_2008","bur_polit_2008","alinhamento_estadual_2008","alinhamento_federal_2008","alinhamento_ambos_2008","n_alinhado_2008","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2008","log_orcamento_2008","iqb_factor_2008"
"1768","PRfazenda rio grande",410765,"4107652",0.72,"PR","fazenda rio grande","Paraná",7.01000496101053,3.25076201373052,0,79255,0,79255,1,"Não","Masculino",1,"39",0.539532570860269,0,0.945798110392839,0.0404837013669821,0,0,0,1,"PR","Fazenda Rio Grande","fazenda rio grande","66530912.89",18.013177253103,0.915592711498707
"1769","PRfernandes pinheiro",410773,"4107736",0.645,"PR","fernandes pinheiro","Paraná",7.00773635134545,4.85249890409066,0,5763,0,5763,0,"Sim","Masculino",0,"46",0.26797385620915,0.0210084033613445,0.777777777777778,0.168067226890756,0,0,0,1,"PR","Fernandes Pinheiro","fernandes pinheiro","10975437",16.2111703339005,0.756131973160852
"1770","PRfigueira",410775,"4107751",0.677,"PR","figueira","Paraná",6.83915518748988,5.34448504739304,0,8544,0,8544,1,"Sim","Masculino",0,"67",0.268398268398268,0,0.974025974025974,0.0266666666666667,0,0,0,1,"PR","Figueira","figueira","8844559.56",15.9953130889716,0.776241469876873
"1771","PRflor da serra do sul",410785,"4107850",0.682,"PR","flor da serra do sul","Paraná",7.16338925346502,6.02603504165815,0,4775,0,4775,1,"Não","Masculino",0,"42",0.264840182648402,0,0.945205479452055,0.0579710144927536,0,0,0,1,"PR","Flor da Serra do Sul","flor da serra do sul","9625670.16",16.0799440627273,0.770042029886693
"1772","PRfloresta",410790,"4107900",0.736,"PR","floresta","Paraná",6.87912944139369,5.85610290917731,0,5394,0,5394,1,"Não","Masculino",0,"61",0.262820512820513,0.00355871886120996,0.900641025641026,0.0462633451957295,0,0,0,1,"PR","Floresta","floresta","10685402.57",16.1843891222072,0.770570966457821
"1773","PRformosa do oeste",410820,"4108205",0.723,"PR","formosa do oeste","Paraná",7.00365619335934,6.05601088071504,0,7581,0,7581,1,"Não","Masculino",0,"53",0.202797202797203,0,0.77972027972028,0.116591928251121,0,1,0,0,"PR","Formosa do Oeste","formosa do oeste","10601134.48",16.1764715797705,0.729578171075665
"1774","PRfrancisco alves",410832,"4108320",0.669,"PR","francisco alves","Paraná",7.01153855144561,6.18651721825567,0,6447,0,6447,0,"Sim","Masculino",0,"40",0.231617647058824,0,0.808823529411765,0.113636363636364,0,0,0,1,"PR","Francisco Alves","francisco alves","8672596.6",15.9756787964207,0.745004787360648
"1775","PRgeneral carneiro",410850,"4108502",0.652,"PR","general carneiro","Paraná",7.118664292628,5.44932024008456,0,15159,0,15159,0,"Não","Masculino",0,"42",0.423772609819121,0,0.739018087855297,0.206293706293706,0,0,0,1,"PR","General Carneiro","general carneiro","20832740.19",16.8520363547532,0.832261016945165
"1776","PRgodoy moreira",410855,"4108551",0.675,"PR","godoy moreira","Paraná",6.93003522733985,5.70900216169036,0,3639,0,3639,0,"Não","Masculino",0,"41",0.235955056179775,0,0.938202247191011,0.0658682634730539,0,0,0,1,"PR","Godoy Moreira","godoy moreira","6280989.53",15.6530380945031,0.753895723550208
"1777","PRgoioxim",410865,"4108650",0.641,"PR","goioxim","Paraná",7.02904327618934,5.61542473718446,0,8232,0,8232,0,"Sim","Masculino",0,"60",0.136986301369863,0.0795454545454545,0.602739726027397,0.431818181818182,0,1,0,0,"PR","Goioxim","goioxim","10301513.64",16.1478013977428,0.650547059483563
"1778","PRgrandes rios",410870,"4108700",0.658,"PR","grandes rios","Paraná",6.91010252205048,5.58616192579812,0,7848,0,7848,0,"Não","Masculino",0,"51",0.105442176870748,0,0.670068027210884,0.49238578680203,0,0,0,1,"PR","Grandes Rios","grandes rios","9007698.29",16.0135901352394,0.62668673216189
"1779","PRguamiranga",410895,"4108957",0.669,"PR","guamiranga","Paraná",6.9923996902506,5.05139328656842,0,7851,0,7851,0,"Não","Masculino",0,"40",0.337209302325581,0.0132743362831858,0.875968992248062,0.0619469026548673,0,0,0,1,"PR","Guamiranga","guamiranga","10490900.17",16.1660187888929,0.807032610048833
"1780","PRguapirama",410900,"4109005",0.702,"PR","guapirama","Paraná",6.78905056871417,5.42199411124163,0,3688,0,3688,0,"Sim","Masculino",1,"46",0.287081339712919,0,0.856459330143541,0.11731843575419,0,0,0,1,"PR","Guapirama","guapirama","7765475.64",15.8651982670354,0.773391937002559
"1781","PRguaporema",410910,"4109104",0.719,"PR","guaporema","Paraná",6.88984585843857,6.04978062393082,0,2251,0,2251,0,"Sim","Masculino",1,"52",0.182857142857143,0,0.988571428571429,0.0115606936416185,0,0,0,1,"PR","Guaporema","guaporema","6634650.1",15.7078164888643,0.733768885263237
"1782","PRguaraci",410920,"4109203",0.698,"PR","guaraci","Paraná",6.79097424115822,5.8976482509037,0,5163,0,5163,0,"Sim","Masculino",0,"46",0.315352697095436,0,0.95850622406639,0.0432900432900433,0,0,0,1,"PR","Guaraci","guaraci","8257307.64",15.9266091407895,0.798398562285021
"1783","PRguarapuava",410940,"4109401",0.731,"PR","guarapuava","Paraná",7.03019412617471,5.39126111219077,0,171230,0,171230,1,"Sim","Masculino",1,"60",0.363359201773836,0,0.965077605321508,0.0338885697874785,0,0,0,1,"PR","Guarapuava","guarapuava","157050204",18.8720760828975,0.824716504028529
"1784","PRguaratuba",410960,"4109609",0.717,"PR","guaratuba","Paraná",7.02588492123018,4.45829299012733,0,32315,0,32315,1,"Não","Feminino",0,"54",0.362491716368456,0,0.826375082836315,0.152365677626303,0,0,0,1,"PR","Guaratuba","guaratuba","44233644.82",17.6049962525086,0.807817908651912
"1785","PRibaiti",410970,"4109708",0.71,"PR","ibaiti","Paraná",6.83275152111678,5.29048678743285,0,29185,0,29185,0,"Sim","Masculino",0,"54",0.24537037037037,0,0.95679012345679,0.0370967741935484,0,0,0,1,"PR","Ibaiti","ibaiti","24833423.01",17.0277010058161,0.762795355761082
"1786","PRibema",410975,"4109757",0.685,"PR","ibema","Paraná",7.05960044601318,5.93402079844628,0,6124,0,6124,1,"Sim","Masculino",0,"47",0.288732394366197,0,0.78169014084507,0.216216216216216,0,0,0,1,"PR","Ibema","ibema","8729083.31",15.9821709177205,0.760523517049765
"1787","PRiguatu",411005,"4110052",0.703,"PR","iguatu","Paraná",7.02953918934386,5.97093015213513,0,2363,0,2363,1,"Sim","Masculino",0,"46",0.162790697674419,0,0.720930232558139,0.314516129032258,0,0,0,1,"PR","Iguatu","iguatu","6354530.09",15.6646785165201,0.681258358938994
"1788","PRimbituva",411010,"4110102",0.66,"PR","imbituva","Paraná",6.99114008791607,4.9094881120913,0,28295,0,28295,1,"Não","Masculino",0,"27",0.172043010752688,0,0.900153609831029,0.0511945392491468,0,0,0,1,"PR","Imbituva","imbituva","27105596.2",17.1152507663764,0.722632548894918
"1789","PRipiranga",411050,"4110508",0.652,"PR","ipiranga","Paraná",6.9701101677289,4.93670166571813,0,14542,0,14542,1,"Sim","Masculino",0,"61",0.356589147286822,0,0.886304909560723,0.0962099125364431,0,0,0,1,"PR","Ipiranga","ipiranga","18164405.7",16.7149745063392,0.812537851015575
"1790","PRiracema do oeste",411065,"4110656",0.707,"PR","iracema do oeste","Paraná",7.01721040028898,6.05523715000505,0,2604,0,2604,1,"Sim","Masculino",0,"48",0.229411764705882,0,0.676470588235294,0.478260869565217,0,0,0,1,"PR","Iracema do Oeste","iracema do oeste","6617928.09",15.7052929015842,0.693239460514567
"1791","PRirati",411070,"4110706",0.726,"PR","irati","Paraná",7.015371249189,4.93036478269964,0,56143,0,56143,1,"Sim","Masculino",0,"48",0.375215146299484,0.0257309941520468,0.735800344234079,0.0912280701754386,0,0,0,1,"PR","Irati","irati","57177623.1",17.8616731752641,0.822616177714712
"1792","PRiretama",411080,"4110805",0.665,"PR","iretama","Paraná",6.96150455497633,5.72587007112021,0,11503,0,11503,0,"Sim","Masculino",0,"52",0.197149643705463,0,0.871733966745843,0.11716621253406,0,0,0,1,"PR","Iretama","iretama","12621824.92",16.3509380100113,0.726555899491158
"1793","PRivatuba",411160,"4111605",0.766,"PR","ivatuba","Paraná",6.88793005143057,5.88529815126037,0,2789,0,2789,0,"Não","Masculino",1,"55",0.39010989010989,0.00613496932515337,0.895604395604396,0.0858895705521472,0,0,0,1,"PR","Ivatuba","ivatuba","8054878.82",15.901788530408,0.831360012855884
"1794","PRjaboti",411170,"4111704",0.718,"PR","jaboti","Paraná",6.81719579672314,5.31909990573056,0,5245,0,5245,0,"Não","Masculino",0,"60",0.0776255707762557,0,0.958904109589041,0.0380952380952381,0,0,0,1,"PR","Jaboti","jaboti","7718612.69",15.8591452024845,0.675256572838917
"1795","PRjacarezinho",411180,"4111803",0.743,"PR","jacarezinho","Paraná",6.74295138800589,5.56742805341438,0,40526,0,40526,1,"Sim","Feminino",1,"30",0.49944382647386,0,1,0,0,1,0,0,"PR","Jacarezinho","jacarezinho","42249308.95",17.5590985554207,0.900325064050905
"1796","PRjandaia do sul",411210,"4112108",0.747,"PR","jandaia do sul","Paraná",6.85920558589722,5.7497432430324,0,20131,0,20131,1,"Não","Masculino",0,"60",0.353956834532374,0,0.942446043165468,0.0610687022900763,0,0,0,1,"PR","Jandaia do Sul","jandaia do sul","24702835.42",17.0224285893418,0.816044524575431
"1797","PRjapira",411230,"4112306",0.696,"PR","japira","Paraná",6.82717409302185,5.297216761104,0,4810,0,4810,0,"Sim","Masculino",1,"66",0.1440329218107,0,0.868312757201646,0.137440758293839,0,0,0,1,"PR","Japira","japira","8227054.72",15.9229386373992,0.696066013305529
"1798","PRjardim alegre",411250,"4112504",0.689,"PR","jardim alegre","Paraná",6.92078008670483,5.63796313361891,0,14867,0,14867,0,"Não","Masculino",1,"51",0.170353982300885,0,0.849557522123894,0.0885416666666667,0,0,0,1,"PR","Jardim Alegre","jardim alegre","16049823.59",16.5912084162026,0.716568105896969
"1799","PRjardim olinda",411260,"4112603",0.682,"PR","jardim olinda","Paraná",6.76689423281363,6.05774373989725,0,1498,0,1498,0,"Sim","Masculino",0,"36",0.114754098360656,0.0263157894736842,0.830601092896175,0.177631578947368,0,0,0,1,"PR","Jardim Olinda","jardim olinda","6388544.67",15.6700170492408,0.67490651078543
"1800","PRjataizinho",411270,"4112702",0.687,"PR","jataizinho","Paraná",6.79156971668548,5.69447260533042,0,11587,0,11587,1,"Sim","Masculino",1,"48",0.386842105263158,0,0.889473684210526,0.0266272189349112,0,0,0,1,"PR","Jataizinho","jataizinho","15271273.7",16.541484085635,0.837959813376224
"1801","PRjuranda",411295,"4112959",0.708,"PR","juranda","Paraná",6.99282226687186,5.93229823643877,0,7858,0,7858,0,"Sim","Feminino",0,"44",0.233480176211454,0,0.806167400881057,0.120218579234973,0,0,0,1,"PR","Juranda","juranda","11087686.18",16.2213456973417,0.745061500227369
"1802","PRjussara",411300,"4113007",0.718,"PR","jussara","Paraná",6.90042850359568,5.94185404655465,0,6250,0,6250,1,"Não","Feminino",0,"37",0.285714285714286,0,0.877076411960133,0.102272727272727,0,0,0,1,"PR","Jussara","jussara","11520354.66",16.2596259992165,0.774768256577278
"1803","PRlapa",411320,"4113205",0.706,"PR","lapa","Paraná",7.02659553336359,4.06868481544152,0,42906,0,42906,0,"Não","Masculino",0,"57",0.216609589041096,0,0.861301369863014,0.0924453280318091,0,0,0,1,"PR","Lapa","lapa","48546284.46",17.6980282195979,0.740126800388602
"1804","PRlaranjal",411325,"4113254",0.585,"PR","laranjal","Paraná",7.01883142923585,5.7906938466455,0,6410,0,6410,0,"Não","Masculino",0,"51",0.271186440677966,0,0.735593220338983,0.331797235023041,0,0,0,1,"PR","Laranjal","laranjal","10146161.89",16.1326060530233,0.735336954470892
"1805","PRlaranjeiras do sul",411330,"4113304",0.706,"PR","laranjeiras do sul","Paraná",7.06276558922128,5.75466568497077,0,31516,0,31516,1,"Sim","Masculino",0,"40",0.263906856403622,0,0.831824062095731,0.147744945567652,0,0,0,1,"PR","Laranjeiras do Sul","laranjeiras do sul","34034644.48",17.342889519092,0.757093611575938
"1806","PRlindoeste",411345,"4113452",0.666,"PR","lindoeste","Paraná",7.09551203826603,6.07029883262579,0,5498,0,5498,0,"Não","Masculino",0,"35",0.223300970873786,0,0.898058252427185,0.0756756756756757,0,0,0,1,"PR","Lindoeste","lindoeste","8307789.02",15.9327040688555,0.745941124211571
"1807","PRloanda",411350,"4113502",0.725,"PR","loanda","Paraná",6.87079041947664,6.17547218167359,0,20067,0,20067,1,"Sim","Masculino",0,"63",0.315985130111524,0,0.933085501858736,0.0717131474103586,0,0,0,1,"PR","Loanda","loanda","24731006.32",17.0235683309463,0.794782475879084
"1808","PRlobato",411360,"4113601",0.744,"PR","lobato","Paraná",6.81066050774134,5.9461794828923,0,4377,0,4377,0,"Não","Masculino",1,"30",0.420833333333333,0.00442477876106195,0.941666666666667,0.0309734513274336,0,0,0,1,"PR","Lobato","lobato","11082628.91",16.2208894773857,0.855012278501252
"1809","PRlondrina",411370,"4113700",0.778,"PR","londrina","Paraná",6.80584436216633,5.71534866102757,0,505184,0,505184,1,"Não","Masculino",1,"42",0.695671184958461,0,0.981853957149104,0.0184814072589624,0,1,0,0,"PR","Londrina","londrina","752866292.9",20.4393982041276,1
"1810","PRluiziana",411373,"4113734",0.668,"PR","luiziana","Paraná",6.9554877411248,5.79456727886164,0,7380,0,7380,0,"Sim","Masculino",0,"49",0.265536723163842,0,0.889830508474576,0.120634920634921,0,0,0,1,"PR","Luiziana","luiziana","11206542.93",16.2320083558712,0.761706148064338
"1811","PRlunardelli",411375,"4113759",0.69,"PR","lunardelli","Paraná",6.91255374789371,5.67194775113618,0,5152,0,5152,1,"Sim","Masculino",1,"65",0.0597609561752988,0.00495049504950495,0.804780876494024,0.133663366336634,0,0,0,1,"PR","Lunardelli","lunardelli","9493284.52",16.0660952139728,0.652620930646061
"1812","PRmallet",411390,"4113908",0.708,"PR","mallet","Paraná",7.058070039641,5.09393423295156,0,12778,0,12778,0,"Não","Masculino",1,"63",0.259615384615385,0.00298507462686567,0.805288461538462,0.122388059701493,0,1,0,0,"PR","Mallet","mallet","14977385.66",16.5220519987932,0.75834069823111
"1813","PRmandaguari",411420,"4114203",0.751,"PR","mandaguari","Paraná",6.85462872625556,5.76916439003684,0,32976,0,32976,1,"Sim","Masculino",1,"43",0.35472972972973,0,0.783783783783784,0.16235632183908,0,0,0,1,"PR","Mandaguari","mandaguari","41218889.81",17.5344071997791,0.80238680691168
"1814","PRmandirituba",411430,"4114302",0.655,"PR","mandirituba","Paraná",7.02219049471562,3.67351197698281,0,21498,0,21498,1,"Não","Masculino",0,"55",0.337941628264209,0,0.835637480798771,0.104779411764706,0,0,0,1,"PR","Mandirituba","mandirituba","24948134.65",17.0323096138398,0.801632332178964
"1815","PRmangueirinha",411440,"4114401",0.688,"PR","mangueirinha","Paraná",7.10054683355921,5.69184483708316,0,17562,0,17562,0,"Não","Masculino",1,"46",0.399209486166008,0,0.801054018445323,0.248355263157895,0,0,0,1,"PR","Mangueirinha","mangueirinha","33576600.42",17.3293399662517,0.813624027759958
"1816","PRmanoel ribas",411450,"4114500",0.716,"PR","manoel ribas","Paraná",6.95334031220262,5.56773363019292,0,13119,0,13119,0,"Sim","Masculino",0,"63",0.158482142857143,0.00273972602739726,0.814732142857143,0.0958904109589041,0,0,0,1,"PR","Manoel Ribas","manoel ribas","17950523.6",16.7031298423896,0.709328530709318
"1817","PRmaria helena",411470,"4114708",0.703,"PR","maria helena","Paraná",6.93852693764889,6.10000500139743,0,6145,0,6145,0,"Sim","Masculino",0,"61",0.306896551724138,0,0.806896551724138,0.209401709401709,0,0,0,1,"PR","Maria Helena","maria helena","8830548.21",15.9937276555907,0.77093356728097
"1818","PRmarialva",411480,"4114807",0.735,"PR","marialva","Paraná",6.85356304989871,5.811679769966,0,31171,0,31171,0,"Não","Masculino",1,"54",0.314172447968285,0,0.863230921704658,0.0700344431687715,0,0,0,1,"PR","Marialva","marialva","40086854.4",17.506559018083,0.794071045244743
"1819","PRmarilena",411500,"4115002",0.681,"PR","marilena","Paraná",6.84695376652147,6.18534405273567,0,6715,0,6715,1,"Sim","Masculino",0,"38",0.230769230769231,0.010989010989011,0.807692307692308,0.120879120879121,0,0,0,1,"PR","Marilena","marilena","8864919.16",15.9976123784415,0.74342153138785
"1820","PRmariluz",411510,"4115101",0.639,"PR","mariluz","Paraná",6.96999741544555,6.04521856143935,0,10817,0,10817,0,"Não","Masculino",1,"37",0.295392953929539,0.0204081632653061,0.929539295392954,0.0408163265306122,0,0,0,1,"PR","Mariluz","mariluz","14097192.22",16.4614862021854,0.788090138496838
"1821","PRmarmeleiro",411540,"4115408",0.722,"PR","marmeleiro","Paraná",7.14532231000207,5.95113722188536,0,13493,0,13493,1,"Não","Masculino",0,"53",0.432203389830508,0,0.824858757062147,0.14041095890411,0,0,0,1,"PR","Marmeleiro","marmeleiro","16485368.19",16.6179837690884,0.845799341505203
"1822","PRmarquinho",411545,"4115457",0.614,"PR","marquinho","Paraná",7.03091052510688,5.7096982750855,0,5300,0,5300,1,"Não","Masculino",1,"45",0.328125,0.0484848484848485,0.859375,0.109090909090909,0,0,0,1,"PR","Marquinho","marquinho","8650059.42",15.9730767482486,0.795319942656919
"1823","PRmarumbi",411550,"4115507",0.721,"PR","marumbi","Paraná",6.8698976364259,5.72502197764862,0,4200,0,4200,0,"Sim","Masculino",1,"42",0.248847926267281,0,0.617511520737327,0.0597014925373134,0,0,0,1,"PR","Marumbi","marumbi","7761689.42",15.8647105772272,0.761469355029804
"1825","PRmato rico",411573,"4115739",0.632,"PR","mato rico","Paraná",6.98957486860396,5.7048818700995,0,4235,0,4235,1,"Não","Masculino",0,"37",0.139097744360902,0,0.894736842105263,0.113445378151261,0,0,0,1,"PR","Mato Rico","mato rico","7740374.18",15.8619605880666,0.696825595726943
"1826","PRmedianeira",411580,"4115804",0.763,"PR","medianeira","Paraná",7.12037969770614,6.18334444374525,0,39700,0,39700,1,"Sim","Masculino",0,"62",0.318574514038877,0,0.793736501079914,0.0993197278911565,0,0,0,1,"PR","Medianeira","medianeira","44305304.98",17.6066149790873,0.79229936801909
"1827","PRmercedes",411585,"4115853",0.74,"PR","mercedes","Paraná",7.05872375811807,6.2238849352024,0,4879,0,4879,0,"Sim","Masculino",0,"49",0.270642201834862,0,0.642201834862385,0.421428571428571,0,0,0,1,"PR","Mercedes","mercedes","12351353.91",16.3292762433696,0.722611057146759
"1828","PRmirador",411590,"4115903",0.68,"PR","mirador","Paraná",6.88150370183776,6.06171329631694,0,2385,0,2385,0,"Sim","Masculino",0,"57",0.233766233766234,0.0666666666666667,0.779220779220779,0.108333333333333,0,0,0,1,"PR","Mirador","mirador","6318299.93",15.6589607315188,0.746036630009468
"1829","PRmiraselva",411600,"4116000",0.748,"PR","miraselva","Paraná",6.78027411816606,5.86365958428548,0,1949,0,1949,0,"Não","Masculino",0,"46",0.230263157894737,0,0.967105263157895,0.0340136054421769,0,0,0,1,"PR","Miraselva","miraselva","5889655.76",15.5887081090981,0.755352030770816
"1830","PRmissal",411605,"4116059",0.711,"PR","missal","Paraná",7.11186278909795,6.21792259939002,0,10739,0,10739,1,"Não","Masculino",0,"50",0.227659574468085,0.0617647058823529,0.723404255319149,0.188235294117647,0,0,0,1,"PR","Missal","missal","20337811.52",16.827992347909,0.731823714206828
"1831","PRmoreira sales",411610,"4116109",0.675,"PR","moreira sales","Paraná",6.96845519208176,6.00758392898787,0,13263,0,13263,1,"Não","Masculino",0,"48",0.240556660039761,0.00210084033613445,0.946322067594433,0.0273109243697479,0,0,0,1,"PR","Moreira Sales","moreira sales","14479288.75",16.4882298242403,0.761619745579207
"1832","PRmorretes",411620,"4116208",0.686,"PR","morretes","Paraná",6.98688064294764,3.79346466930401,0,16853,0,16853,1,"Não","Masculino",0,"43",0.233898305084746,0,0.877966101694915,0.129343629343629,0,0,0,1,"PR","Morretes","morretes","25767748.69",17.0646342171515,0.744012648237761
